SportName,Gender,PSAL Program Name,PSAL Code,Season,League,Cost
SOFTBALL GIRLS VARSITY,Girls,Riverdale/Kingsbridge Academy,10141,S,PSAL," $	12,414.75 "
VOLLEYBALL GIRLS VARSITY,Girls,Riverdale/Kingsbridge Academy,10141,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Riverdale/Kingsbridge Academy,10141,W,PSAL," $	9,242.15 "
BASEBALL BOYS VARSITY,Boys,Robert F. Kennedy,25300,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,Robert F. Kennedy,25300,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Robert F. Kennedy,25300,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,Robert F. Kennedy,25300,F,PSAL," $	5,697.40 "
CROSS COUNTRY BOYS,Boys,Robert F. Kennedy,25300,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,Robert F. Kennedy,25300,F,PSAL," $	6,161.29 "
FENCING BOYS VARSITY,Boys,Robert F. Kennedy,25300,F,PSAL," $	6,283.40 "
GOLF COED VARSITY,Coed,Robert F. Kennedy,25300,S,PSAL," $	5,777.33 "
SOCCER BOYS VARSITY,Boys,Robert F. Kennedy,25300,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,Robert F. Kennedy,25300,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,Robert F. Kennedy,25300,S,PSAL," $	12,414.75 "
TENNIS GIRLS VARSITY,Girls,Robert F. Kennedy,25300,F,PSAL," $	5,719.69 "
VOLLEYBALL GIRLS VARSITY,Girls,Robert F. Kennedy,25300,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Robert F. Kennedy,25300,W,PSAL," $	9,242.15 "
BASEBALL BOYS VARSITY,Boys,Robert F. Wagner Jr,30301,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,Robert F. Wagner Jr,30301,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Robert F. Wagner Jr,30301,W,PSAL," $	14,033.29 "
GOLF COED VARSITY,Coed,Robert F. Wagner Jr,30301,S,PSAL," $	5,777.33 "
GOLF GIRLS VARSITY,Girls,Robert F. Wagner Jr,30301,F,PSAL," $	5,858.70 "
SOCCER BOYS VARSITY,Boys,Robert F. Wagner Jr,30301,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,Robert F. Wagner Jr,30301,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,Robert F. Wagner Jr,30301,S,PSAL," $	12,414.75 "
TENNIS GIRLS VARSITY,Girls,Robert F. Wagner Jr,30301,F,PSAL," $	5,719.69 "
VOLLEYBALL BOYS VARSITY,Boys,Robert F. Wagner Jr,30301,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,Robert F. Wagner Jr,30301,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Robert F. Wagner Jr,30301,W,PSAL," $	9,242.15 "
BASEBALL BOYS VARSITY,Boys,Robert H Goddard HS of Commun Arts and Tech,27308,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,Robert H Goddard HS of Commun Arts and Tech,27308,W,PSAL," $	14,011.52 "
SOFTBALL GIRLS VARSITY,Girls,Robert H Goddard HS of Commun Arts and Tech,27308,S,PSAL," $	12,414.75 "
BASEBALL BOYS VARSITY,Boys,Roosevelt Educational Campus,10513,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,Roosevelt Educational Campus,10513,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,Roosevelt Educational Campus,10513,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Roosevelt Educational Campus,10513,W,PSAL," $	14,033.29 "
CROSS COUNTRY BOYS,Boys,Roosevelt Educational Campus,10513,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,Roosevelt Educational Campus,10513,F,PSAL," $	6,161.29 "
INDOOR TRACK BOYS,Boys,Roosevelt Educational Campus,10513,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,Roosevelt Educational Campus,10513,W,PSAL," $	8,936.68 "
OUTDOOR TRACK BOYS,Boys,Roosevelt Educational Campus,10513,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Roosevelt Educational Campus,10513,S,PSAL," $	8,302.65 "
SOFTBALL GIRLS VARSITY,Girls,Roosevelt Educational Campus,10513,S,PSAL," $	12,414.75 "
SWIMMING BOYS VARSITY,Boys,Roosevelt Educational Campus,10513,W,PSAL," $	8,865.73 "
VOLLEYBALL BOYS VARSITY,Boys,Roosevelt Educational Campus,10513,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,Roosevelt Educational Campus,10513,F,PSAL," $	7,447.78 "
BASEBALL BOYS VARSITY,Boys,Samuel Gompers,07525,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,Samuel Gompers,07525,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,Samuel Gompers,07525,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Samuel Gompers,07525,W,PSAL," $	14,033.29 "
OUTDOOR TRACK BOYS,Boys,Samuel Gompers,07525,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Samuel Gompers,07525,S,PSAL," $	8,302.65 "
SOFTBALL GIRLS VARSITY,Girls,Samuel Gompers,07525,S,PSAL," $	12,414.75 "
BASEBALL BOYS VARSITY,Boys,School Of The Future,02436,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,School Of The Future,02436,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,School Of The Future,02436,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,School Of The Future,02436,W,PSAL," $	14,033.29 "
HANDBALL GIRLS VARSITY,Girls,School Of The Future,02436,S,PSAL," $	5,744.56 "
SOCCER BOYS VARSITY,Boys,School Of The Future,02436,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,School Of The Future,02436,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,School Of The Future,02436,S,PSAL," $	12,414.75 "
VOLLEYBALL BOYS VARSITY,Boys,School Of The Future,02436,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,School Of The Future,02436,F,PSAL," $	7,447.78 "
BASKETBALL BOYS VARSITY,Boys,Science Skills Center,13300,W,PSAL," $	14,011.52 "
OUTDOOR TRACK BOYS,Boys,Science Skills Center,13300,S,PSAL," $	8,314.00 "
SOFTBALL GIRLS VARSITY,Girls,Science Skills Center,13300,S,PSAL," $	12,414.75 "
TABLE TENNIS GIRLS VARSITY,Girls,Science Skills Center,13300,W,PSAL," $	5,682.89 "
BADMINTON BOYS VARSITY,Boys,Seward Park Campus,02517,F,PSAL," $	5,965.74 "
BADMINTON GIRLS VARSITY,Girls,Seward Park Campus,02517,S,PSAL," $	5,819.87 "
BASEBALL BOYS VARSITY,Boys,Seward Park Campus,02517,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,Seward Park Campus,02517,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Seward Park Campus,02517,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,Seward Park Campus,02517,F,PSAL," $	5,697.40 "
BOWLING GIRLS VARSITY,Girls,Seward Park Campus,02517,F,PSAL," $	5,710.03 "
HANDBALL BOYS VARSITY,Boys,Seward Park Campus,02517,S,PSAL," $	5,700.79 "
SOFTBALL GIRLS VARSITY,Girls,Seward Park Campus,02517,S,PSAL," $	12,414.75 "
TABLE TENNIS GIRLS VARSITY,Girls,Seward Park Campus,02517,W,PSAL," $	5,682.89 "
TENNIS GIRLS VARSITY,Girls,Seward Park Campus,02517,F,PSAL," $	5,719.69 "
VOLLEYBALL BOYS VARSITY,Boys,Seward Park Campus,02517,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,Seward Park Campus,02517,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Seward Park Campus,02517,W,PSAL," $	9,242.15 "
WRESTLING GIRLS VARSITY,Girls,Seward Park Campus,02517,S,PSAL," $	9,242.15 "
BADMINTON GIRLS VARSITY,Girls,South Bronx,07500,S,PSAL," $	5,819.87 "
BASEBALL BOYS JR. VARSITY,Boys,South Bronx,07500,S,PSAL," $	5,522.50 "
BASEBALL BOYS VARSITY,Boys,South Bronx,07500,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,South Bronx,07500,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,South Bronx,07500,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS JR. VARSITY,Girls,South Bronx,07500,W,PSAL," $	8,768.04 "
BASKETBALL GIRLS VARSITY,Girls,South Bronx,07500,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,South Bronx,07500,F,PSAL," $	5,697.40 "
CROSS COUNTRY BOYS,Boys,South Bronx,07500,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,South Bronx,07500,F,PSAL," $	6,161.29 "
DOUBLE DUTCH COED VARSITY,Coed,South Bronx,07500,S,PSAL," $	6,708.90 "
FLAG FOOTBALL GIRLS VARSITY,Girls,South Bronx,07500,S,PSAL," $	6,744.26 "
INDOOR TRACK BOYS,Boys,South Bronx,07500,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,South Bronx,07500,W,PSAL," $	8,936.68 "
OUTDOOR TRACK BOYS,Boys,South Bronx,07500,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,South Bronx,07500,S,PSAL," $	8,302.65 "
RUGBY BOYS VARSITY,Boys,South Bronx,07500,S,PSAL," $	7,313.36 "
SOCCER BOYS VARSITY,Boys,South Bronx,07500,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,South Bronx,07500,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,South Bronx,07500,S,PSAL," $	12,414.75 "
STUNT COED VARSITY,Coed,South Bronx,07500,S,PSAL," $	6,562.93 "
TENNIS BOYS VARSITY,Boys,South Bronx,07500,S,PSAL," $	5,748.02 "
VOLLEYBALL BOYS VARSITY,Boys,South Bronx,07500,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS JR. VARSITY,Girls,South Bronx,07500,F,PSAL," $	5,223.27 "
VOLLEYBALL GIRLS VARSITY,Girls,South Bronx,07500,F,PSAL," $	7,447.78 "
BASEBALL BOYS VARSITY,Boys,South Bronx Preparatory,07221,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,South Bronx Preparatory,07221,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,South Bronx Preparatory,07221,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS JR. VARSITY,Girls,South Bronx Preparatory,07221,W,PSAL," $	8,768.04 "
BASKETBALL GIRLS VARSITY,Girls,South Bronx Preparatory,07221,W,PSAL," $	14,033.29 "
CROSS COUNTRY BOYS,Boys,South Bronx Preparatory,07221,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,South Bronx Preparatory,07221,F,PSAL," $	6,161.29 "
OUTDOOR TRACK BOYS,Boys,South Bronx Preparatory,07221,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,South Bronx Preparatory,07221,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,South Bronx Preparatory,07221,F,PSAL," $	9,606.82 "
SOFTBALL GIRLS VARSITY,Girls,South Bronx Preparatory,07221,S,PSAL," $	12,414.75 "
TABLE TENNIS GIRLS VARSITY,Girls,South Bronx Preparatory,07221,W,PSAL," $	5,682.89 "
VOLLEYBALL GIRLS VARSITY,Girls,South Bronx Preparatory,07221,F,PSAL," $	7,447.78 "
BASEBALL BOYS VARSITY,Boys,South Shore HS,18563,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,South Shore HS,18563,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,South Shore HS,18563,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS JR. VARSITY,Girls,South Shore HS,18563,W,PSAL," $	8,768.04 "
BASKETBALL GIRLS VARSITY,Girls,South Shore HS,18563,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,South Shore HS,18563,F,PSAL," $	5,697.40 "
BOWLING GIRLS VARSITY,Girls,South Shore HS,18563,F,PSAL," $	5,710.03 "
CROSS COUNTRY BOYS,Boys,South Shore HS,18563,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,South Shore HS,18563,F,PSAL," $	6,161.29 "
FOOTBALL BOYS JR. VARSITY,Boys,South Shore HS,18563,F,PSAL," $	11,761.71 "
FOOTBALL BOYS VARSITY,Boys,South Shore HS,18563,F,PSAL," $	30,931.65 "
HANDBALL GIRLS VARSITY,Girls,South Shore HS,18563,S,PSAL," $	5,744.56 "
INDOOR TRACK BOYS,Boys,South Shore HS,18563,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,South Shore HS,18563,W,PSAL," $	8,936.68 "
OUTDOOR TRACK BOYS,Boys,South Shore HS,18563,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,South Shore HS,18563,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,South Shore HS,18563,F,PSAL," $	9,606.82 "
SOFTBALL GIRLS VARSITY,Girls,South Shore HS,18563,S,PSAL," $	12,414.75 "
VOLLEYBALL BOYS VARSITY,Boys,South Shore HS,18563,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,South Shore HS,18563,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,South Shore HS,18563,W,PSAL," $	9,242.15 "
BASEBALL BOYS VARSITY,Boys,Springfield Gardens,29531,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,Springfield Gardens,29531,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,Springfield Gardens,29531,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS JR. VARSITY,Girls,Springfield Gardens,29531,W,PSAL," $	8,768.04 "
BASKETBALL GIRLS VARSITY,Girls,Springfield Gardens,29531,W,PSAL," $	14,033.29 "
CRICKET COED VARSITY,Coed,Springfield Gardens,29531,S,PSAL," $	8,765.35 "
FLAG FOOTBALL GIRLS VARSITY,Girls,Springfield Gardens,29531,S,PSAL," $	6,744.26 "
FOOTBALL BOYS JR. VARSITY,Boys,Springfield Gardens,29531,F,PSAL," $	11,761.71 "
FOOTBALL BOYS VARSITY,Boys,Springfield Gardens,29531,F,PSAL," $	30,931.65 "
INDOOR TRACK BOYS,Boys,Springfield Gardens,29531,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,Springfield Gardens,29531,W,PSAL," $	8,936.68 "
OUTDOOR TRACK BOYS,Boys,Springfield Gardens,29531,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Springfield Gardens,29531,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,Springfield Gardens,29531,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,Springfield Gardens,29531,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,Springfield Gardens,29531,S,PSAL," $	12,414.75 "
STUNT COED VARSITY,Coed,Springfield Gardens,29531,S,PSAL," $	6,562.93 "
TENNIS GIRLS VARSITY,Girls,Springfield Gardens,29531,F,PSAL," $	5,719.69 "
VOLLEYBALL GIRLS VARSITY,Girls,Springfield Gardens,29531,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Springfield Gardens,29531,W,PSAL," $	9,242.15 "
BADMINTON BOYS VARSITY,Boys,Stuyvesant High School,02519,F,PSAL," $	5,965.74 "
BADMINTON GIRLS VARSITY,Girls,Stuyvesant High School,02519,S,PSAL," $	5,819.87 "
BASEBALL BOYS JR. VARSITY,Boys,Stuyvesant High School,02519,S,PSAL," $	5,522.50 "
BASEBALL BOYS VARSITY,Boys,Stuyvesant High School,02519,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,Stuyvesant High School,02519,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,Stuyvesant High School,02519,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Stuyvesant High School,02519,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,Stuyvesant High School,02519,F,PSAL," $	5,697.40 "
BOWLING GIRLS VARSITY,Girls,Stuyvesant High School,02519,F,PSAL," $	5,710.03 "
CRICKET COED VARSITY,Coed,Stuyvesant High School,02519,S,PSAL," $	8,765.35 "
CROSS COUNTRY BOYS,Boys,Stuyvesant High School,02519,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,Stuyvesant High School,02519,F,PSAL," $	6,161.29 "
FENCING BOYS VARSITY,Boys,Stuyvesant High School,02519,F,PSAL," $	6,283.40 "
FENCING GIRLS VARSITY,Girls,Stuyvesant High School,02519,S,PSAL," $	6,315.37 "
FOOTBALL BOYS JR. VARSITY,Boys,Stuyvesant High School,02519,F,PSAL," $	11,761.71 "
FOOTBALL BOYS VARSITY,Boys,Stuyvesant High School,02519,F,PSAL," $	30,931.65 "
GOLF COED VARSITY,Coed,Stuyvesant High School,02519,S,PSAL," $	5,777.33 "
GOLF GIRLS VARSITY,Girls,Stuyvesant High School,02519,F,PSAL," $	5,858.70 "
GYMNASTICS BOYS VARSITY,Boys,Stuyvesant High School,02519,W,PSAL," $	11,863.39 "
GYMNASTICS GIRLS VARSITY,Girls,Stuyvesant High School,02519,W,PSAL," $	11,452.17 "
HANDBALL BOYS VARSITY,Boys,Stuyvesant High School,02519,S,PSAL," $	5,700.79 "
HANDBALL GIRLS VARSITY,Girls,Stuyvesant High School,02519,S,PSAL," $	5,744.56 "
INDOOR TRACK BOYS,Boys,Stuyvesant High School,02519,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,Stuyvesant High School,02519,W,PSAL," $	8,936.68 "
LACROSSE BOYS VARSITY,Boys,Stuyvesant High School,02519,S,PSAL," $	10,482.77 "
LACROSSE GIRLS VARSITY,Girls,Stuyvesant High School,02519,S,PSAL," $	10,461.56 "
OUTDOOR TRACK BOYS,Boys,Stuyvesant High School,02519,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Stuyvesant High School,02519,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,Stuyvesant High School,02519,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,Stuyvesant High School,02519,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,Stuyvesant High School,02519,S,PSAL," $	12,414.75 "
STUNT COED VARSITY,Coed,Stuyvesant High School,02519,S,PSAL," $	6,562.93 "
SWIMMING BOYS VARSITY,Boys,Stuyvesant High School,02519,W,PSAL," $	8,865.73 "
SWIMMING GIRLS VARSITY,Girls,Stuyvesant High School,02519,F,PSAL," $	8,847.91 "
TABLE TENNIS BOYS VARSITY,Boys,Stuyvesant High School,02519,W,PSAL," $	5,725.60 "
TABLE TENNIS GIRLS VARSITY,Girls,Stuyvesant High School,02519,W,PSAL," $	5,682.89 "
TENNIS BOYS VARSITY,Boys,Stuyvesant High School,02519,S,PSAL," $	5,748.02 "
TENNIS GIRLS VARSITY,Girls,Stuyvesant High School,02519,F,PSAL," $	5,719.69 "
VOLLEYBALL BOYS VARSITY,Boys,Stuyvesant High School,02519,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS JR. VARSITY,Girls,Stuyvesant High School,02519,F,PSAL," $	5,223.27 "
VOLLEYBALL GIRLS VARSITY,Girls,Stuyvesant High School,02519,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Stuyvesant High School,02519,W,PSAL," $	9,242.15 "
BADMINTON BOYS VARSITY,Boys,Sunset Park High School,15667,F,PSAL," $	5,965.74 "
BASEBALL BOYS VARSITY,Boys,Sunset Park High School,15667,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,Sunset Park High School,15667,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Sunset Park High School,15667,W,PSAL," $	14,033.29 "
HANDBALL BOYS VARSITY,Boys,Sunset Park High School,15667,S,PSAL," $	5,700.79 "
SOCCER BOYS VARSITY,Boys,Sunset Park High School,15667,F,PSAL," $	9,606.82 "
SOCCER GIRLS JR. VARSITY,Girls,Sunset Park High School,15667,S,PSAL," $	6,705.19 "
SOCCER GIRLS VARSITY,Girls,Sunset Park High School,15667,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,Sunset Park High School,15667,S,PSAL," $	12,414.75 "
VOLLEYBALL GIRLS VARSITY,Girls,Sunset Park High School,15667,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Sunset Park High School,15667,W,PSAL," $	9,242.15 "
WRESTLING GIRLS VARSITY,Girls,Sunset Park High School,15667,S,PSAL," $	9,242.15 "
BADMINTON GIRLS VARSITY,Girls,Susan Wagner,31507,S,PSAL," $	5,819.87 "
BASEBALL BOYS JR. VARSITY,Boys,Susan Wagner,31507,S,PSAL," $	5,522.50 "
BASEBALL BOYS VARSITY,Boys,Susan Wagner,31507,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,Susan Wagner,31507,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,Susan Wagner,31507,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS JR. VARSITY,Girls,Susan Wagner,31507,W,PSAL," $	8,768.04 "
BASKETBALL GIRLS VARSITY,Girls,Susan Wagner,31507,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,Susan Wagner,31507,F,PSAL," $	5,697.40 "
BOWLING GIRLS VARSITY,Girls,Susan Wagner,31507,F,PSAL," $	5,710.03 "
CROSS COUNTRY BOYS,Boys,Susan Wagner,31507,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,Susan Wagner,31507,F,PSAL," $	6,161.29 "
FLAG FOOTBALL GIRLS VARSITY,Girls,Susan Wagner,31507,S,PSAL," $	6,744.26 "
FOOTBALL BOYS JR. VARSITY,Boys,Susan Wagner,31507,F,PSAL," $	11,761.71 "
FOOTBALL BOYS VARSITY,Boys,Susan Wagner,31507,F,PSAL," $	30,931.65 "
GOLF COED VARSITY,Coed,Susan Wagner,31507,S,PSAL," $	5,777.33 "
GOLF GIRLS VARSITY,Girls,Susan Wagner,31507,F,PSAL," $	5,858.70 "
GYMNASTICS GIRLS VARSITY,Girls,Susan Wagner,31507,W,PSAL," $	11,452.17 "
HANDBALL BOYS VARSITY,Boys,Susan Wagner,31507,S,PSAL," $	5,700.79 "
HANDBALL GIRLS VARSITY,Girls,Susan Wagner,31507,S,PSAL," $	5,744.56 "
INDOOR TRACK BOYS,Boys,Susan Wagner,31507,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,Susan Wagner,31507,W,PSAL," $	8,936.68 "
LACROSSE BOYS VARSITY,Boys,Susan Wagner,31507,S,PSAL," $	10,482.77 "
LACROSSE GIRLS VARSITY,Girls,Susan Wagner,31507,S,PSAL," $	10,461.56 "
OUTDOOR TRACK BOYS,Boys,Susan Wagner,31507,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Susan Wagner,31507,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,Susan Wagner,31507,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,Susan Wagner,31507,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS JR. VARSITY,Girls,Susan Wagner,31507,S,PSAL," $	6,786.62 "
SOFTBALL GIRLS VARSITY,Girls,Susan Wagner,31507,S,PSAL," $	12,414.75 "
STUNT COED VARSITY,Coed,Susan Wagner,31507,S,PSAL," $	6,562.93 "
SWIMMING BOYS VARSITY,Boys,Susan Wagner,31507,W,PSAL," $	8,865.73 "
SWIMMING GIRLS VARSITY,Girls,Susan Wagner,31507,F,PSAL," $	8,847.91 "
TABLE TENNIS GIRLS VARSITY,Girls,Susan Wagner,31507,W,PSAL," $	5,682.89 "
TENNIS BOYS VARSITY,Boys,Susan Wagner,31507,S,PSAL," $	5,748.02 "
TENNIS GIRLS VARSITY,Girls,Susan Wagner,31507,F,PSAL," $	5,719.69 "
VOLLEYBALL BOYS VARSITY,Boys,Susan Wagner,31507,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS JR. VARSITY,Girls,Susan Wagner,31507,F,PSAL," $	5,223.27 "
VOLLEYBALL GIRLS VARSITY,Girls,Susan Wagner,31507,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Susan Wagner,31507,W,PSAL," $	9,242.15 "
BASEBALL BOYS VARSITY,Boys,Taft Educational Campus,09517,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,Taft Educational Campus,09517,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,Taft Educational Campus,09517,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Taft Educational Campus,09517,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,Taft Educational Campus,09517,F,PSAL," $	5,697.40 "
CROSS COUNTRY BOYS,Boys,Taft Educational Campus,09517,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,Taft Educational Campus,09517,F,PSAL," $	6,161.29 "
DOUBLE DUTCH COED VARSITY,Coed,Taft Educational Campus,09517,S,PSAL," $	6,708.90 "
FLAG FOOTBALL GIRLS VARSITY,Girls,Taft Educational Campus,09517,S,PSAL," $	6,744.26 "
INDOOR TRACK BOYS,Boys,Taft Educational Campus,09517,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,Taft Educational Campus,09517,W,PSAL," $	8,936.68 "
OUTDOOR TRACK BOYS,Boys,Taft Educational Campus,09517,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Taft Educational Campus,09517,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,Taft Educational Campus,09517,F,PSAL," $	9,606.82 "
SOFTBALL GIRLS VARSITY,Girls,Taft Educational Campus,09517,S,PSAL," $	12,414.75 "
VOLLEYBALL BOYS VARSITY,Boys,Taft Educational Campus,09517,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,Taft Educational Campus,09517,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Taft Educational Campus,09517,W,PSAL," $	9,242.15 "
WRESTLING GIRLS VARSITY,Girls,Taft Educational Campus,09517,S,PSAL," $	9,242.15 "
BASEBALL BOYS VARSITY,Boys,Teachers Preparatory HS/FDA VII,17559,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,Teachers Preparatory HS/FDA VII,17559,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Teachers Preparatory HS/FDA VII,17559,W,PSAL," $	14,033.29 "
