URL,Date of Notice,Event Number,Rapid Response Specialist,Reason Stated for Filing,Company,County,WDB Name,Region,Contact,Phone,Business Type,Number Affected,Total Employees,Layoff Date,Closing Date,Reason for Dislocation,FEIN NUM,Union,Classification
https://labor.ny.gov/app/warn/details.asp?id=7360,3/20/2020,2019-0648,Stuart Goldberg,Temporary Plant Closing,"      Soho 54 Hotel 54 Watts Street New York,NY 10013",New York,NEW YORK CITY,New York City," Julie Cho,General Counsel",(973) 865-7019,Hotel,37.0,37,3/19/2020,3/24/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7361,3/20/2020,2019-0642,Stuart Goldberg,Temporary Plant Closing,"      Four Points by Sheraton New York Downtown Financial District 6 Platt Street New York,NY 10038",New York,NEW YORK CITY,New York City," Julie Cho,General Counsel",(973) 865-7019,Hotel,43.0,43,3/24/2020,3/24/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7362,3/20/2020,2019-0641,Stuart Goldberg,Temporary Plant Closing,"      Four Points by Sheraton Manhattan Chelsea 158-60 West 25th Street New York,NY 10001",New York,NEW YORK CITY,New York City," Julie Cho,General Counsel",(973) 865-7019,Hotel,39.0,39,3/24/2020,3/24/2020,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7363,3/26/2020,2019-0654,Stuart Goldberg,Temporary Plant Closing,"      Prince Sullivan LLC dba The Dutch 131 Sullivan St. New York,NY 10012",New York,NEW YORK CITY,New York City," Jonathan Moldenhauer,Director of Human Resources",(646) 442-7856,Restaurant,120.0,120,3/15/2020,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7364,3/26/2020,2019-0656,Stuart Goldberg,Temporary Plant Closing,"      WV Hospitality LLC Leuca/Westlight/William Vale Hotel 111 N. 12th Street Brooklyn,NY 11249",Kings,NEW YORK CITY,New York City," Jonathan Moldenhauer,Director of Human Resources",(646) 442-7856,Restaurant,195.0,195,3/15/2020,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7365,3/26/2020,2019-0657,Stuart Goldberg,Temporary Plant Closing,"      Lafayette Street Partners II LLC dba Lafayette 380 Lafayette St. New York,NY 10003",New York,NEW YORK CITY,New York City," Jonathan Moldenhauer,Director of Human Resources",(646) 442-7856,Restaurant,149.0,149,3/15/2020,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7273,3/17/2020,2019-0538,Stuart Goldberg,Temporary Plant Layoff,"      Carmine's Broadway Feast,Inc. 2450 Broadway New York,NY 10024",New York,NEW YORK CITY,New York City," Jeffrey Bank,CEO",(212) 675-7722,Restaurant,159.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7274,3/19/2020,2019-0544,Stuart Goldberg,Temporary Plant Layoff,"      Crowne Plaza HY36 Midtown Manhattan 320 W. 36th Street New York,NY 10018",New York,NEW YORK CITY,New York City,Estela Cajas,(646) 928-3803,Hotel,55.0,,3/25/2020,,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7275,3/16/2020,2019-0546,Stuart Goldberg,Temporary Plant Closing,"      Russo's Payroll Group,Inc. (Russo’s on the Bay,Vetro Restaurant,and Russo’s Fresh Gourmet)162-45 Cross Bay Blvd. Howard Beach,NY",Queens,NEW YORK CITY,New York City," Michael Russo,Operations Manager",(718) 848-9634,Restaurant,429.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7276,3/20/2020,2019-0542,Stuart Goldberg,Temporary Plant Closing,"      Schatzi Corp,Wallse Restaurant 344 West 11 St. New York,NY 10014",New York,NEW YORK CITY,New York City," Kurk Gutenbrunner,President",(917) 415-5574,Restaurant,32.0,32,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7277,3/19/2020,2019-0543,Stuart Goldberg,Temporary Plant Closing,"      Rocco's Tacos and Tequila Bar 339 Adams St Suite 2700 Brooklyn,NY 11201",Kings,NEW YORK CITY,New York City," Lini Bobrick,HR Director",(561) 659-1490,Restaurant,88.0,88,3/19/2020,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7278,3/19/2020,2019-0517,Stuart Goldberg,Temporary Plant Layoff,"      The Plaza - Sahara Plaza LLC 768 Fifth Ave New York,NY 10019",New York,NEW YORK CITY,New York City," Karen Wenger,Director,Talent & Culture",(212) 546-5214,Hotel,251.0,,3/22/2020,,Unforeseeable business circumstances prompted by COVID-19,," Local 6,Local 153,Local 3,and Local 94",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7279,3/18/2020,2019-0516,Stuart Goldberg,Temporary Plant Layoff,"      XFF Kitchen LLC 55-01 37th Ave. Queens,NY 11377",Queens,NEW YORK CITY,New York City," Jason Wang,CEO",(646) 209-8242,Restaurant,54.0,,3/18/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7280,3/18/2020,2019-0519,Stuart Goldberg,Temporary Plant Closing,"      147 West 46th Operating Inc. (TGIF Restaurant) 147 West 46th St New York,NY",New York,NEW YORK CITY,New York City," Brett Trimarchi,District Manager",(917) 836-1250,Restaurant,53.0,53,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,46-1142366,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7281,3/18/2020,2019-0520,Stuart Goldberg,Temporary Plant Closing,"      211 West 34 Operating LLC (TGIF Restaurant) 211 West 34th Sr New York,NY",New York,NEW YORK CITY,New York City," Brett Trimarchi,District Manager",(917) 836-1250,Restaurant,43.0,43,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,61-1698367,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7282,3/18/2020,2019-0522,Stuart Goldberg,Temporary Plant Closing,"      No. 604 5th Ave. Inc. (TGIF Restaurant) 604 Fifth Ave New York,NY",New York,NEW YORK CITY,New York City," Brett Trimarchi,District Manager",(917) 836-1250,Restaurant,60.0,60,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,13-1964056,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7283,3/18/2020,2019-0523,Stuart Goldberg,Temporary Plant Closing,"      47 Realtop Corp. (TGIF Restaurant) 47 Broadway New York,NY",New York,NEW YORK CITY,New York City," Brett Trimarchi,District Manager",(917) 836-1250,Restaurant,29.0,29,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,13-2636170,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7284,3/18/2020,2019-0524,Stuart Goldberg,Temporary Plant Closing,"      Taft Friday 50 St. LLC (TGIF Restaurant) 761 7th Avenue New York,NY",New York,NEW YORK CITY,New York City," Brett Trimarchi,District Manager",(917) 836-1250,Restaurant,53.0,53,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,13-3909866,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7285,3/15/2020,2019-0423,Stuart Goldberg,Temporary Plant Closing,"      The Mermaid Holding Company LLC and The Mermaid Inn (3 locations) 570 Amsterdam Ave New York,NY 10024",New York,NEW YORK CITY,New York City," Susie Chester,Controller",(212) 799-2666,Hotel,6.0,185 (Total affected workers across all locations),3/15/2020,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7286,3/20/2020,2019-0556,Stuart Goldberg,Temporary Plant Closing,"      Kg715 Inc.,Upholstery Store 713-715 Washington St. New York,NY 10014",New York,NEW YORK CITY,New York City," Kurt Gutenbrunner,President",(917) 415-5574,Retail,7.0,7,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7287,3/17/2020,2019-0554,Stuart Goldberg,Temporary Plant Layoff,"      The Sofitel New York - Normandy LLC 45 West 44th Street New York,NY 10036",New York,NEW YORK CITY,New York City," Bill McCarthy,Director,Talent & Culture",(212) 782-3028,Hotel,85.0,,3/22/2020,,Unforeseeable business circumstances prompted by COVID-19,," Local 6,Local 153,Local 3,and Local 94",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7288,3/18/2020,2019-0553,Stuart Goldberg,Temporary Plant Layoff,"      CUT by Wolfgang Puck Four Seasons Hotel,99 Church St. New York,NY 10007",New York,NEW YORK CITY,New York City," Michael Lubitz,CFO",(702) 463-2020,Restaurant,74.0,,3/29/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7289,3/20/2020,2019-0552,Stuart Goldberg,Temporary Plant Closing,"      Le Bernardin 787 7th Ave. New York,NY 10019",New York,NEW YORK CITY,New York City," Katie Broad,Director of Operations",(860) 803-0560,Restaurant,,,3/19/2020,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7290,3/19/2020,2019-0549,Stuart Goldberg,Temporary Plant Layoff,"      EVEN Hotel Times Square South 321 W. 35th Street New York,NY 10001",New York,NEW YORK CITY,New York City,Estela Cajas,(646) 928-3803,Hotel,35.0,,3/24/2020,,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7291,3/18/2020,2019-0528,Stuart Goldberg,Temporary Plant Closing,"      Lobster Place,Inc. 3 NYC locations New York/Bronx,NY",New York/Bronx,NEW YORK CITY,New York City," Karen Newman,Director of Human Resources",(646) 346-1925,Restaurant,246.0,246,3/20/2020,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7292,3/19/2020,2019-0527,Stuart Goldberg,Temporary Plant Layoff,"      Indikitch (5 NYC locations) 25 W. 23rd Street New York,NY 10010",New York,NEW YORK CITY,New York City," James Okeefe,Director of HR",(908) 810-7500,Restaurant,,," March 18,2020",,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7293,3/19/2020,2019-0526,Stuart Goldberg,Temporary Plant Layoff,"      246 Spring Street NY LLC dba The Dominick 246 Spring Street New York,NY 10013",New York,NEW YORK CITY,New York City,Paola Guerrero,(212) 842-5537,Hotel,48.0,48,3/19/2020,,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7294,3/16/2020,2019-0525,Stuart Goldberg,Temporary Plant Closing,"      38 MacDougal LLC dba Shuka 38 MacDougal St. New York,NY 10012",New York,NEW YORK CITY,New York City," Anna Marie McCullagh,Director of Operations",(917) 670-7904,Restaurant,93.0,93,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7295,3/17/2020,2019-0581,Stuart Goldberg,Temporary Plant Closing,"      MEXCHESTER LLC dba BLOCKHEADS BURRITOS 60 Third Ave New York,NY 10003",New York,NEW YORK CITY,New York City," Ken Sofer,Member",(917) 709-4462,Restaurant,27.0,,3/17/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7296,3/24/2020,2019-0571,Stuart Goldberg,Temporary Plant Closing,"      The Roger Hotel 131 Madison Ave New York,NY 10016",New York,NEW YORK CITY,New York City," James K. Baumann,General Councel and Senior VP",(310) 268-8344,Hotel,50.0,50,3/29/2020,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7297,3/21/2020,2019-0559,Stuart Goldberg,Temporary Plant Closing,"      Standard East Village Employer,LLC 25 Cooper Square New York,NY 10003",New York,NEW YORK CITY,New York City," Mark Tisdale,Human Resources Manager",(646) 845-8735,Hotel,71.0,71,3/22/2020,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7298,3/19/2020,2019-0560,Stuart Goldberg,Temporary Plant Layoff,"      Marlton Hotel Operating,LLC 5 West 8th St. New York,NY 10011",New York,NEW YORK CITY,New York City," Eric Rosenfeld,General Manager",(212) 321-0100,Hotel,97.0,,3/18/2020,,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7299,3/20/2020,2019-0562,Stuart Goldberg,Temporary Plant Layoff,"      Luxe Life Hotel 19th West 31st Street New York,NY 10001",New York,NEW YORK CITY,New York City," Ferran Sanfelimon,General Manager",(917) 495-6766,Hotel,15.0,,3/22/2020,,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7300,3/24/2020,2019-0598,Stuart Goldberg,Temporary Plant Layoff,"      Pump 80 Pine LLC dba DIG 80 Pine Street New York,NY 10005",New York,NEW YORK CITY,New York City," Melinda Sharretts,Human Resources Director",(212) 545-7867,Restaurant,31.0,,3/18/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7301,3/24/2020,2019-0599,Stuart Goldberg,Temporary Plant Layoff,"      Pump 52nd Street LLC dba DIG 150 East 52nd Street New York,NY 10022",New York,NEW YORK CITY,New York City," Melinda Sharretts,Human Resources Director",(212) 545-7867,Restaurant,26.0,,3/18/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7302,3/24/2020,2019-0601,Stuart Goldberg,Temporary Plant Closing,"      55th Street Restaurant Operating LLC dba DIG 40 West 55th Street New York,NY 10019",New York,NEW YORK CITY,New York City," Melinda Sharretts,Human Resources Director",(212) 545-7867,Restaurant,22.0,22,3/18/2020,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7303,3/22/2020,2019-0569,Stuart Goldberg,Temporary Plant Closing,"      Cachet Boutique NYC 510 W. 42nd Street New York,NY 10036",New York,NEW YORK CITY,New York City,Human Resources Department,(212) 632-9007,Hotel,40.0,40,3/22/2020,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7304,3/24/2020,2019-0600,Stuart Goldberg,Temporary Plant Closing,"      Pump 275 Madison Ave Restaurant Operating LLC aka DIG 275 Madison Ave. New York,NY 10016",New York,NEW YORK CITY,New York City," Melinda Sharretts,Human Resources Director",(212) 545-7867,Restaurant,23.0,23,3/23/2020,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7305,3/24/2020,2019-0602,Stuart Goldberg,Temporary Plant Closing/Layoff,"      Dig Inn 1319 First Avenue LLC dba DIG 12 NYC sites New York,NY",New York,NEW YORK CITY,New York City," Melinda Sharretts,Human Resources Director",(212) 454-7867,Restaurant,273.0,,3/18/2020,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing/Layoff
https://labor.ny.gov/app/warn/details.asp?id=7306,3/20/2020,2019-0537,Stuart Goldberg,Temporary Plant Layoff,"      The Carlyle,LLC dba The Carlyle,A Rosewood Hotel 35 East 76th Street New York,NY 10021",New York,NEW YORK CITY,New York City," Anthony McHale,Managing Director",(212) 570-7100,Hotel,250.0,,3/23/2020,,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7307,3/22/2020,2019-0550,Stuart Goldberg,Temporary Plant Layoff,"      OTG JFK T5 Venture,LLC JFK International Airport T5 Jamaica,NY 11430",Queens,NEW YORK CITY,New York City,Starr Ernest,(267) 273-5521,Restaurant,362.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7308,3/17/2020,2019-0577,Stuart Goldberg,Temporary Plant Closing,"      CASA 91 LLC dba BLOCKHEADS BURRITOS 175 West 90th Street New York,NY 10024",New York,NEW YORK CITY,New York City," Ken Sofer,Member",(917) 709-4462,Restaurant,18.0,18,3/17/2020,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7309,3/23/2020,2019-0573,Stuart Goldberg,Temporary Plant Layoff,"      Warp Weft World Inc. 121 Varick St. New York,NY 10013",New York,NEW YORK CITY,New York City,Rati Bhandari,(646) 514-9738,Retail,8.0,,3/23/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7310,3/17/2020,2019-0574,Stuart Goldberg,Temporary Plant Closing,"      BENNY'S BURRITOS Inc. 113 Greenwich Ave. New York,NY 10014",New York,NEW YORK CITY,New York City," Ken Sofer,President",(917) 709-4462,Restaurant,26.0,26,3/17/2020,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7311,3/20/2020,2019-0583,Stuart Goldberg,Temporary Plant Closing,"      Red Rooster Harlem,LLC 310 Lenox Ave. New York,NY 10027",New York,NEW YORK CITY,New York City," Nancy Vasquez,Human Resources Director",(646) 290-9393,Restaurant,138.0,138,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7312,3/16/2020,2019-0585,Stuart Goldberg,Temporary Plant Closing,"      White Walker LLC dba Frenchette 241 W. Broadway New York,NY 10013",New York,NEW YORK CITY,New York City," John Connolly,Director of Operations",(718) 916-0454,Restaurant,111.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7313,3/17/2020,2019-0580,Stuart Goldberg,Temporary Plant Closing,"      MEXAMENT LLC dba MEXAMENT 104 East 121st St. New York,NY 10035",New York,,New York City," Ken Sofer,Member",(917) 709-4462,Restaurant,13.0,13,3/17/2020,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7314,3/17/2020,2019-0578,Stuart Goldberg,Temporary Plant Closing,"      954 SECOND CORP dba BLOCKHEADS BURRITOS 954 Second Ave. New York,NY 10022",New York,NEW YORK CITY,New York City," Ken Sofer,Member",(917) 709-4462,Restaurant,30.0,30,3/17/2020,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7315,3/17/2020,2019-0582,Stuart Goldberg,Temporary Plant Closing,"      MIL LLC dba MOTHER BURGER 329 West 49th Street New York,NY 10019",New York,NEW YORK CITY,New York City," Ken Sofer,Member",(917) 709-4462,Restaurant,16.0,16,3/17/2020,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7180,3/15/2020,2019-0410,Stuart Goldberg,Temporary Plant Layoff,"BURGER & BARREL (B&B WINEPUB) 25 W. Houston St. New York,NY 10012",New York,NEW YORK CITY,New York City," Joe McDonald,CFO",(212) 334-4900,Restaurant,50.0,,3/15/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7181,3/15/2020,2019-0409,Stuart Goldberg,Temporary Plant Layoff,"      SESSANTA LLC- BISTROT LEO and BUTTERFLY 60 Thompson St. New York,NY 10012",New York,NEW YORK CITY,New York City," Joe McDonald,CFO",(212) 334-4900,Restaurant,76.0,,3/15/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7182,3/15/2020,2019-0411,Stuart Goldberg,Temporary Plant Layoff,"      142 Mercer Street LLC - LURE FISHBAR 142 Mercer Street New York,NY 10012",New York,NEW YORK CITY,New York City," Joe McDonald,CFO",(212) 334-4900,Restaurant,136.0,,3/15/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Layoffs
https://labor.ny.gov/app/warn/details.asp?id=7183,3/16/2020,2019-0472,Michele Taylor,Plant Closing,"      Sunny Sky Products,LLC 138 Manitoba Street Buffalo,NY 14206",Erie,ERIE,Western," Kelcey Splawn,Human Resources Manager",8323204313,Manufacturing,21.0,21,5/1/2020,5/1/2020,Economic,,The employees are not represented by a union,Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7184,3/16/2020,2019-0415,Stuart Goldberg,Temporary Plant Layoff,"      Hotel 35,LLC aka Black Craft Burgers & Beer 45 West 35th Street New York,NY 10001",New York,NEW YORK CITY,New York City," Alex Estevez,Human Resources Director",(646) 813-1877,Restaurant,88.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7185,3/16/2020,2019-0416,Stuart Goldberg,Temporary Plant Layoff,"      Black Tap Midtown,LLC aka Black Tap Craft Burgers & Beer 136 West 55th Street New York,NY 10019",New York,NEW YORK CITY,New York City," Alex Estevez,Human Resources Director",(646) 813-1877,Restaurant,86.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7186,3/20/2020,2019-0473,Stuart Goldberg,Temporary Plant Closing,"      The Hoxton,Williamsburg LLC 97 Wythe Ave. Brooklyn,NY 11249",Kings,NEW YORK CITY,New York City," Kelsey Terrell,People Director,North America",(718) 215-7100,Restaurant,121.0,,3/20/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7187,3/20/2020,2019-0418,Stuart Goldberg,Temporary Plant Layoff,"      Rumble Fitness,LLC 1495 3rd Avenue New York,NY 10028",New York,NEW YORK CITY,New York City," Ashley Camerini,Chief Business Officer",(917) 494-2664,Gym,146.0,,3/18/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7188,3/20/2020,2019-0419,Stuart Goldberg,Temporary Plant Layoff,"      Ennismore International USA,Inc. 101 N. 10th Street #204 Brooklyn,NY 11249",Kings,NEW YORK CITY,New York City," Mariel M. Ulane,VP of People,North America",(929) 252-9878,Real Estate,8.0,,3/20/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7189,3/18/2020,2019-0483,Stuart Goldberg,Temporary Plant Layoff,"      Pola Restaurant Inc. - Casa Mono 52 Irving Place New York,NY 10003",New York,NEW YORK CITY,New York City," Missy Adriazola,VP,Human Resources",(646) 556-5467,Restaurant,45.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7190,3/18/2020,2019-0482,Stuart Goldberg,Temporary Plant Layoff,"      Del Posto (Il Posto LLC) 85 10th Avenue New York,NY 10011",New York,NEW YORK CITY,New York City," Missy Adriazola,VP,Human Resources",(646) 556-5467,Restaurant,163.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7191,3/18/2020,2019-0481,Stuart Goldberg,Temporary Plant Layoff,"      Felidia Restaurant Inc. 243 E 58th Street New York,NY 10022",New York,NEW YORK CITY,New York City," Missy Adriazola,VP,Human Resources",(646) 556-5467,Restaurant,50.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7192,3/18/2020,2019-0480,Stuart Goldberg,Temporary Plant Layoff,"      Lupa Osteria Romana (Red Clam LLC) 170 Thompson Street New York,NY 10012",New York,NEW YORK CITY,New York City," Missy Adriazola,VP,Human Resources",(646) 556-5467,Restaurant,46.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7193,3/18/2020,2019-0479,Stuart Goldberg,Temporary Plant Layoff,"      Otto Enoteca Pizzeria,Pane Sardo LLC One 5th Ave New York,NY 10003",New York,NEW YORK CITY,New York City," Missy Adriazola,VP,Human Resources",(646) 556-5467,Restaurant,52.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7194,3/19/2020,2019-0478,Stuart Goldberg,Temporary Plant Layoff,"      Pod Times Square,LLC dba The Pod Times Square Hotel 400 West 42nd Street New York,NY 10036",New York,NEW YORK CITY,New York City," Alain Derderian,General Manager",(646) 973-4817,Hotel,118.0,,3/18/2020,,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7195,3/19/2020,2019-0491,Stuart Goldberg,Temporary Plant Layoff,"      CF Management-NY,LLC 200 Baychester Ave Bronx,NY 10475",New York,NEW YORK CITY,New York City," Rachel Reger,Director of Human Resources",(630) 318-3457,Gym,74.0,,3/17/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
